  Z     A  Element   m      d      beta       
 95   233    Am     nan    0.55     0.1    
 95   234    Am     nan    0.55     0.1    
 95   235    Am     nan    0.55     0.1    
 95   236    Am     nan    0.55     0.1    
 95   237    Am     nan    0.55     0.1    
 95   238    Am     nan    0.55     0.1    
 95   239    Am     nan    0.55     0.1    
 95   240    Am     nan    0.55     0.1    
 95   241    Am     nan    0.55     0.1    
 95   242    Am     nan    0.55     0.1    
 95   243    Am     nan    0.55     0.1    
 95   244    Am     nan    0.55     0.1    
 95   245    Am     nan    0.55     0.1    
 95   246    Am     nan    0.55     0.1    
 95   247    Am     nan    0.55     0.1    
 95   248    Am     nan    0.55     0.1    
 95   249    Am     nan    0.55     0.1    
 96   233    Cm     nan    0.55     0.1    
 96   234    Cm     nan    0.55     0.1    
 96   235    Cm     nan    0.55     0.1    
 96   236    Cm     nan    0.55     0.1    
 96   237    Cm     nan    0.55     0.1    
 96   238    Cm     nan    0.55     0.1    
 96   239    Cm     nan    0.55     0.1    
 96   240    Cm     nan    0.55     0.1    
 96   241    Cm     nan    0.55     0.1    
 96   242    Cm     nan    0.55     0.1    
 96   243    Cm     nan    0.55     0.1    
 96   244    Cm     nan    0.55     0.1    
 96   245    Cm     nan    0.55     0.1    
 96   246    Cm     nan    0.55     0.1    
 96   247    Cm     nan    0.55     0.1    
 96   248    Cm     nan    0.55     0.1    
 96   249    Cm     nan    0.55     0.1    
 96   250    Cm     nan    0.55     0.1    
 96   251    Cm     nan    0.55     0.1    
 96   252    Cm     nan    0.55     0.1    
 97   235    Bk     nan    0.55     0.1    
 97   236    Bk     nan    0.55     0.1    
 97   237    Bk     nan    0.55     0.1    
 97   238    Bk     nan    0.55     0.1    
 97   239    Bk     nan    0.55     0.1    
 97   240    Bk     nan    0.55     0.1    
 97   241    Bk     nan    0.55     0.1    
 97   242    Bk     nan    0.55     0.1    
 97   243    Bk     nan    0.55     0.1    
 97   244    Bk     nan    0.55     0.1    
 97   245    Bk     nan    0.55     0.1    
 97   246    Bk     nan    0.55     0.1    
 97   247    Bk     nan    0.55     0.1    
 97   248    Bk     nan    0.55     0.1    
 97   249    Bk     nan    0.55     0.1    
 97   250    Bk     nan    0.55     0.1    
 97   251    Bk     nan    0.55     0.1    
 97   252    Bk     nan    0.55     0.1    
 97   253    Bk     nan    0.55     0.1    
 97   254    Bk     nan    0.55     0.1    
 98   237    Cf     nan    0.55     0.1    
 98   238    Cf     nan    0.55     0.1    
 98   239    Cf     nan    0.55     0.1    
 98   240    Cf     nan    0.55     0.1    
 98   241    Cf     nan    0.55     0.1    
 98   242    Cf     nan    0.55     0.1    
 98   243    Cf     nan    0.55     0.1    
 98   244    Cf     nan    0.55     0.1    
 98   245    Cf     nan    0.55     0.1    
 98   246    Cf     nan    0.55     0.1    
 98   247    Cf     nan    0.55     0.1    
 98   248    Cf     nan    0.55     0.1    
 98   249    Cf     nan    0.55     0.1    
 98   250    Cf     nan    0.55     0.1    
 98   251    Cf     nan    0.55     0.1    
 98   252    Cf     nan    0.55     0.1    
 98   253    Cf     nan    0.55     0.1    
 98   254    Cf     nan    0.55     0.1    
 98   255    Cf     nan    0.55     0.1    
 98   256    Cf     nan    0.55     0.1    
 99   240    Es     nan    0.55     0.1    
 99   241    Es     nan    0.55     0.1    
 99   242    Es     nan    0.55     0.1    
 99   243    Es     nan    0.55     0.1    
 99   244    Es     nan    0.55     0.1    
 99   245    Es     nan    0.55     0.1    
 99   246    Es     nan    0.55     0.1    
 99   247    Es     nan    0.55     0.1    
 99   248    Es     nan    0.55     0.1    
 99   249    Es     nan    0.55     0.1    
 99   250    Es     nan    0.55     0.1    
 99   251    Es     nan    0.55     0.1    
 99   252    Es     nan    0.55     0.1    
 99   253    Es     nan    0.55     0.1    
 99   254    Es     nan    0.55     0.1    
 99   255    Es     nan    0.55     0.1    
 99   256    Es     nan    0.55     0.1    
 99   257    Es     nan    0.55     0.1    
100   242    Fm     nan    0.55     0.1    
100   243    Fm     nan    0.55     0.1    
100   244    Fm     nan    0.55     0.1    
100   245    Fm     nan    0.55     0.1    
100   246    Fm     nan    0.55     0.1    
100   247    Fm     nan    0.55     0.1    
100   248    Fm     nan    0.55     0.1    
100   249    Fm     nan    0.55     0.1    
100   250    Fm     nan    0.55     0.1    
100   251    Fm     nan    0.55     0.1    
100   252    Fm     nan    0.55     0.1    
100   253    Fm     nan    0.55     0.1    
100   254    Fm     nan    0.55     0.1    
100   255    Fm     nan    0.55     0.1    
100   256    Fm     nan    0.55     0.1    
100   257    Fm     nan    0.55     0.1    
100   258    Fm     nan    0.55     0.1    
100   259    Fm     nan    0.55     0.1    
101   245    Md     nan    0.55     0.1    
101   246    Md     nan    0.55     0.1    
101   247    Md     nan    0.55     0.1    
101   248    Md     nan    0.55     0.1    
101   249    Md     nan    0.55     0.1    
101   250    Md     nan    0.55     0.1    
101   251    Md     nan    0.55     0.1    
101   252    Md     nan    0.55     0.1    
101   253    Md     nan    0.55     0.1    
101   254    Md     nan    0.55     0.1    
101   255    Md     nan    0.55     0.1    
101   256    Md     nan    0.55     0.1    
101   257    Md     nan    0.55     0.1    
101   258    Md     nan    0.55     0.1    
101   259    Md     nan    0.55     0.1    
101   260    Md     nan    0.55     0.1    
102   249    No     nan    0.55     0.1    
102   250    No     nan    0.55     0.1    
102   251    No     nan    0.55     0.1    
102   252    No     nan    0.55     0.1    
102   253    No     nan    0.55     0.1    
102   254    No     nan    0.55     0.1    
102   255    No     nan    0.55     0.1    
102   256    No     nan    0.55     0.1    
102   257    No     nan    0.55     0.1    
102   258    No     nan    0.55     0.1    
102   259    No     nan    0.55     0.1    
102   260    No     nan    0.55     0.1    
102   261    No     nan    0.55     0.1    
102   262    No     nan    0.55     0.1    
103   251    Lr     nan    0.55     0.1    
103   252    Lr     nan    0.55     0.1    
103   253    Lr     nan    0.55     0.1    
103   254    Lr     nan    0.55     0.1    
103   255    Lr     nan    0.55     0.1    
103   256    Lr     nan    0.55     0.1    
103   257    Lr     nan    0.55     0.1    
103   258    Lr     nan    0.55     0.1    
103   259    Lr     nan    0.55     0.1    
103   260    Lr     nan    0.55     0.1    
103   261    Lr     nan    0.55     0.1    
103   262    Lr     nan    0.55     0.1    
103   263    Lr     nan    0.55     0.1    
104   253    Rf     nan    0.55     0.1    
104   254    Rf     nan    0.55     0.1    
104   255    Rf     nan    0.55     0.1    
104   256    Rf     nan    0.55     0.1    
104   257    Rf     nan    0.55     0.1    
104   258    Rf     nan    0.55     0.1    
104   259    Rf     nan    0.55     0.1    
104   260    Rf     nan    0.55     0.1    
104   261    Rf     nan    0.55     0.1    
104   262    Rf     nan    0.55     0.1    
104   263    Rf     nan    0.55     0.1    
104   264    Rf     nan    0.55     0.1    
105   255    Db     nan    0.55     0.1    
105   256    Db     nan    0.55     0.1    
105   257    Db     nan    0.55     0.1    
105   258    Db     nan    0.55     0.1    
105   259    Db     nan    0.55     0.1    
105   260    Db     nan    0.55     0.1    
105   261    Db     nan    0.55     0.1    
105   262    Db     nan    0.55     0.1    
105   263    Db     nan    0.55     0.1    
105   264    Db     nan    0.55     0.1    
105   265    Db     nan    0.55     0.1    
106   258    Sg     nan    0.55     0.1    
106   259    Sg     nan    0.55     0.1    
106   260    Sg     nan    0.55     0.1    
106   261    Sg     nan    0.55     0.1    
106   262    Sg     nan    0.55     0.1    
106   263    Sg     nan    0.55     0.1    
106   264    Sg     nan    0.55     0.1    
106   265    Sg     nan    0.55     0.1    
106   266    Sg     nan    0.55     0.1    
107   260    Bh     nan    0.55     0.1    
107   261    Bh     nan    0.55     0.1    
107   262    Bh     nan    0.55     0.1    
107   263    Bh     nan    0.55     0.1    
107   264    Bh     nan    0.55     0.1    
107   265    Bh     nan    0.55     0.1    
107   266    Bh     nan    0.55     0.1    
107   267    Bh     nan    0.55     0.1    
108   263    Hs     nan    0.55     0.1    
108   264    Hs     nan    0.55     0.1    
108   265    Hs     nan    0.55     0.1    
108   266    Hs     nan    0.55     0.1    
108   267    Hs     nan    0.55     0.1    
108   268    Hs     nan    0.55     0.1    
108   269    Hs     nan    0.55     0.1    
109   265    Mt     nan    0.55     0.1    
109   266    Mt     nan    0.55     0.1    
109   267    Mt     nan    0.55     0.1    
109   268    Mt     nan    0.55     0.1    
109   269    Mt     nan    0.55     0.1    
109   270    Mt     nan    0.55     0.1    
109   271    Mt     nan    0.55     0.1    
110   267    Ds     nan    0.55     0.1    
110   268    Ds     nan    0.55     0.1    
110   269    Ds     nan    0.55     0.1    
110   270    Ds     nan    0.55     0.1    
110   271    Ds     nan    0.55     0.1    
110   272    Ds     nan    0.55     0.1    
110   273    Ds     nan    0.55     0.1    
111   272    Rg     nan    0.55     0.1    
112   277    Cn     nan    0.55     0.1    
113   284   Uut     nan    0.55     0.1    
114   291   Uuq     nan    0.55     0.1    
115   295   Uup     nan    0.55     0.1    
116   289   Uuh     nan    0.55     0.1    
117   310   Uus     nan    0.55     0.1    
